gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,numeric_rating,year,countryrating,ch,wcap,ROA,ICOV,LDTC,SDTD,OM,Z_score
,2006-05-15,400047,Raiffeisenbank Koenigsdorf-Gelting eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400048,VR Bank Muenchen Land eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400049,Raiffeisenbank Krumbach/Schwaben eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400050,Raiffeisenbank Lech-Ammersee eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400051,VR Bank Kitzingen eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400052,Raiffeisenbank im Oberland eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400053,VR-Bank Chiemgau-Sued eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400054,VR-Bank Coburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400055,Raiffeisenbank Neumarkt i.d.OPf. eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400056,VR-Bank eG Schweinfurt Land,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400057,VR-Bank Neu-Ulm eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400058,VR-Bank Handels- und Gewerbebank eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400059,VR-Bank Landshut eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400060,VR Bank Kempten-Oberallgaeu eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400061,VR-Bank Rhoen-Grabfeld eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400062,VR-Bank Rothenburg o.d.Tbr. eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400063,Raiffeisenbank Grossostheim-Obernburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400064,VR-Bank Rottal-Inn eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400065,Raiffeisenbank Ortenburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400066,VR meine Bank eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400067,VR-Bank Isar-Vils eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400068,VR-Bank Werdenfels eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400069,Raiffeisenbank Parsberg-Velburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400070,Raiffeisenbank Pfaffenhofen a.d. Glonn eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400071,Raiffeisenbank Pfaffenwinkel eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400072,Raiffeisenbank Pfeffenhausen-Rottenburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400073,Raiffeisenbank Rain am Lech eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400075,Raiffeisenbank Regensburg-Wenzenbach eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400076,Raiffeisenbank Roggenburg-Breithenthal eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400078,Raiffeisenbank Rosenheim eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400079,Raiffeisenbank Salzweg-Thyrnau eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400080,Raiffeisenbank Schierling-Obertraubling eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400081,Raiffeisenbank Schoellkrippen und Umgebung eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400082,Schrobenhausener Bank eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400084,Raiffeisenbank Singoldtal eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400086,Raiffeisenbank Stauden eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400150,Genossenschaftsbank eG Muenchen,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400151,LIGA Bank eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400152,Raiffeisenbank Bechhofen eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400153,Raiffeisenbank Cham-Roding eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400154,Raiffeisenbank Eichenbuehl und Umgebung eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400155,Raiffeisenbank Jettingen-Scheppach eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400156,Raiffeisenbank Lohr am Main eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400157,Raiffeisenbank Oberferrieden-Burgthann eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400158,Raiffeisenbank Ochsenfurt eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400159,Bankhaus RSA eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400160,VR-Bank Lichtenfels-Ebern eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400162,Volksbank-Raiffeisenbank Ismaning eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400163,VR-Bank Passau eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400164,Raiffeisenbank Ichenhausen eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400165,Raiffeisenbank Main-Spessart eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400166,Raiffeisenbank Regenstauf eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400167,Raiffeisenbank Thannhausen eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400168,Raiffeisen-Volksbank Miltenberg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400178,VR meine Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400179,Raiffeisenbank Beuerberg-Eurasburg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400180,Raiffeisenbank Hoehenkirchen und Umgebung eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400181,Raiffeisenbank DreiFranken eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400182,Raiffeisenbank im Nuernberger Land eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-05-15,400386,Volksbank-Raiffeisenbank Nuernberg eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
,2006-06-05,400423,Westpac Europe Ltd.,Financial Institutions,Bank,GBR,STDLONG,AA-,,,1,20,2006,18.076923076923077,,,,,,,,
,2006-05-30,400424,Coface Finanz GmbH,Financial Institutions,Bank,DEU,STDLONG,AA-,,,1,20,2006,17.74074074074074,,,,,,,,
254642.0,2006-05-17,400516,Commercial Bank (P.S.Q.C.) (The),Financial Institutions,Bank,QAT,STDLONG,A-,,,1,17,2006,15.444444444444445,871.5315275601106,,0.029124720215288318,3.669079895998778,0.03348975388997963,,0.7131850683251141,
,2006-05-15,400548,Raiffeisenbank Bruck eG,Financial Institutions,Bank,DEU,STDLONG,A,,,1,18,2006,17.74074074074074,,,,,,,,
248875.0,2006-05-22,400786,Saudi Investment Bank (The),Financial Institutions,Bank,SAU,STDLONG,A-,,,1,17,2006,11.8,1470.7521649722867,,0.022941164594608664,2.2970159794065776,0.036002373276446384,,0.7533300733184145,
271442.0,2019-12-24,400821,GFH Financial Group B.S.C,Financial Institutions,Bank,BHR,FCLONG,B,,,1,9,2019,9.803921568627452,323.0953333333334,,,-1.5506386331648623,0.09670346027382866,,-0.20154257866837624,
,2006-05-29,400858,National Wealth Management Holdings Ltd.,Financial Institutions,Holding Company,AUS,STDLONG,A+,,,1,19,2006,17.86627906976744,,,,,,,,
,2006-05-22,400901,Banco BAC de Panama S.A.,Financial Institutions,Bank,PAN,STDLONG,BBB-,,,1,14,2006,12.0,,,,,,,,
,2013-01-16,401018,"Danske Bank A/S, Swedish Branch",Financial Institutions,Bank,SWE,STDLONG,A-,,,1,17,2013,15.930501930501931,,,,,,,,
,2006-05-30,401028,Caisse Regionale de Credit Agricole Mutuel Normandie,Financial Institutions,Bank,FRA,STDLONG,AA-,,,1,20,2006,16.24,,,,,,,,
257078.0,2006-05-30,401029,Caisse Regionale de Credit Agricole Mutuel Alpes Provence,Financial Institutions,Bank,FRA,STDLONG,AA-,,,1,20,2006,16.24,221.85319613224397,,,1.3081178586018554,0.014656981922621893,,0.4563423958253587,
277973.0,2023-11-27,401112,Banco Pine S.A.,Financial Institutions,Bank,BRA,BRAZLONG,brA-,,,1,17,2023,13.241379310344827,30.743404657457443,,-0.0005829632899957399,0.9311862958055793,0.008827790032252262,,0.8137738610227991,
254842.0,2005-01-28,401196,Jih Sun Financial Holding Co. Ltd.,Financial Institutions,Holding Company,TWN,TAIWALONG,twBBB,,,1,15,2005,20.166666666666668,356.55026818226725,,-0.000705245727112639,1.2080691247529376,0.019435965093240592,,0.2854811060331075,
,2006-05-08,401197,EnTie Securities Finance Co. Ltd.,Financial Institutions,Finance Company,TWN,TAIWALONG,twBBB-,,,1,14,2006,20.166666666666668,,,,,,,,
281408.0,2006-11-06,401438,Shamil Bank of Bahrain,Financial Institutions,Bank,BHR,STDLONG,BBB-,,,1,14,2006,11.2,321.8403333333333,,0.01840069554530358,8.483219537097295,0.19282710024155833,,0.5589615011323197,
,2006-06-13,401709,Union de Credito Credipyme SA de CV,Financial Institutions,Bank,MEX,CAVALLONG,mxBB,,,1,12,2006,18.221757322175733,,,,,,,,
,2006-08-04,401892,"Toyota Financial Services Mexico, S.A. de C.V.",Financial Institutions,Finance Company,MEX,CAVALLONG,mxAAA,,,1,23,2006,18.221757322175733,,,,,,,,
,2006-06-21,401984,SOTSGORBANK,Financial Institutions,Bank,RUS,STDLONG,CCC,,,1,6,2006,10.979020979020978,,,,,,,,
278191.0,2006-06-23,402080,PJSC KREDOBANK,Financial Institutions,Bank,UKR,STDLONG,B,,,1,9,2006,11.105263157894736,27.95476463878781,,,1.1037665575863138,0.04440371310811661,,0.5002737726014778,
,2006-11-16,402163,Arcapita Bank,Financial Institutions,Bank,BHR,STDLONG,BBB,,,1,15,2006,11.2,,,,,,,,
161966.0,2007-07-31,402661,Ares Capital Corp.,Financial Institutions,Finance Company,USA,STDLONG,BBB,,,1,15,2007,17.263157894736842,44.986,,,,0.2128843298973421,,,
278298.0,2006-07-10,402715,Aberdeen Group PLC,Financial Institutions,Asset Manager,GBR,STDLONG,BBB+,,,1,16,2006,18.076923076923077,595.0113501369863,,,3.311450381679389,0.06676117411607738,,0.11780360634368889,
,2006-07-11,402748,CACEIS,Financial Institutions,Bank,FRA,STDLONG,AA-,,,1,20,2006,16.24,,,,,,,,
278360.0,2006-07-17,402924,Bank of Georgia,Financial Institutions,Bank,GEO,STDLONG,B+,,,1,10,2006,9.571428571428571,,,,,,,,
,2006-07-18,402926,ConvergEx Group LLC,Financial Institutions,Brokerage Company,USA,STDLONG,B+,,,1,10,2006,17.41176470588235,,,,,,,,
,2006-07-31,403163,Financiera Rural,Financial Institutions,Bank,MEX,CAVALLONG,mxA-,,,1,17,2006,18.221757322175733,,,,,,,,
,2005-06-27,403241,Carplus Auto Leasing Corp.,Financial Institutions,Finance Company,TWN,TAIWALONG,twA-,,,1,17,2005,20.166666666666668,,,,,,,,
,2005-05-24,403243,Shinshin Credit Corp.,Financial Institutions,Finance Company,TWN,TAIWALONG,twBBB+,,,1,16,2005,20.166666666666668,,,,,,,,
,2006-12-12,403416,Aachener Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403417,Abtsgmuender Bank-Raiffeisen-eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403418,Allgaeuer Volksbank eG Kempten-Sonthofen,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403419,Bad Waldseer Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403420,Bank 1 Saar eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403421,HAUSBANK MUENCHEN eG Bank fuer Haus- und Grundbesitz,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403422,Bank fuer Kirche und Caritas eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403423,SozialBank AG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403424,BANK IM BISTUM ESSEN eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403425,Bankverein Bebra eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403426,Bayerische BodenseeBank-Raiffeisen-eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403427,BBBank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403428,Bensberger Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403429,Berkheimer Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403430,Berliner Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403431,Bernhauser Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403432,Birsteiner Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-12,403433,Bopfinger Bank Sechta-Ries eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403434,Brandenburger Bank Volksbank-Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403435,Bremische Volksbank Weser-Wuemme eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403436,Bruehler Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403437,Budenheimer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403438,CB Bank GmbH,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403440,Crailsheimer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403441,Volksbank im Bergischen Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403442,Creglinger Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403443,Darmsheimer Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403444,Dettinger Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403445,Dithmarscher Volks- und Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403446,DKM Darlehnskasse Muenster eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403447,Dortmunder Volksbank eingetragene Genossenschaft,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403448,Dresdner Volksbank Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403449,DZB Bank GmbH,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403450,Echterdinger Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403451,Eckernfoerder Bank eG Volksbank - Raiffeisenbank,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403452,EDEKABANK AG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403453,Ehinger Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403454,VR-Bank Ehningen-Nufringen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403455,Emslaendische Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403456,Enztalbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403457,Erfurter Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403458,Evangelische Darlehnsgenossenschaft eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403459,Evangelische Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403460,Evenord-Bank eG-KG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403461,Federseebank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403462,Fellbacher Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403463,"Vereinigte VR Bank eG, Wyk auf Foehr",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403464,"Frankenberger Bank, Raiffeisenbank eG",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403465,Frankfurter Volksbank Rhein/Main eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403466,Freiberger Bank eG Volks- und Raiffeisenbank,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403467,Freisinger Bank eG Volksbank-Raiffeisenbank,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403468,VR GenoBank DonauWald eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403469,Raiffeisenbank in Rheinhessen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403470,"Genossenschaftsbank eG, Bad Wildungen",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403471,Genossenschaftsbank Meckenbeuren eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403472,Genossenschaftsbank Unterallgaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403473,Genossenschaftsbank Weil im Schoenbuch eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403475,Genossenschaftsbank Wolfschlugen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403476,GENO BANK ESSEN eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403477,Geraer Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403478,Giengener Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403479,Gladbacher Bank AG von 1922,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403480,GLS Gemeinschaftsbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403481,Grafschafter Volksbank Nordhorn-Emlichheim-Veldhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403482,Gross-Gerauer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403483,Volksbank Kurpfalz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403484,Hagnauer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403486,Hamburger Bank von 1861 Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403487,Hannoversche Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403488,Hegnacher Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403489,Heidelberger Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403490,Heidenheimer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403491,Heinsberger Volksbank AG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-14,403492,Huemmlinger Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
